id,source,target,size
94839,93294,93293,1
94840,93295,93622,1
94841,93296,93622,1
94842,93297,92575,1
94843,93298,92572,1
94844,93299,98516,1
94845,93300,92013,1
94846,93301,91983,1
94847,93302,94075,1
94848,93303,91983,1
94849,93304,91983,1
94850,93305,91983,1
94851,93306,93305,1
94852,93307,91983,1
94853,93308,93315,1
94854,93309,91926,1
94855,93310,93307,1
94856,93311,91983,1
94857,93312,92410,1
94858,93313,93307,1
94859,93314,93307,1
94860,93315,91983,1
94861,93316,93315,1
94862,93317,93316,1
94863,93318,92791,1
94864,93319,104416,1
94865,93320,91983,1
94866,93321,93322,1
94867,93322,92791,1
94868,93323,93325,1
94869,93324,93323,1
94870,93325,98539,1
94871,93326,93325,1
94872,93327,91983,1
94873,93328,91983,1
94874,93329,91983,1
94875,93330,93331,1
94876,93331,91983,1
94877,93332,93331,1
94878,93333,93331,1
94879,93334,93331,1
94880,93335,93331,1
94881,93336,93331,1
94882,93337,93331,1
94883,93338,102832,1
94884,93339,93331,1
94885,93340,93331,1
94886,93341,93331,1
94887,93342,93355,1
94888,93343,91983,1
94889,93344,91983,1
94890,93345,91926,1
94891,93346,91983,1
94892,93347,91983,1
94893,93348,91983,1
94894,93349,91983,1
94895,93350,92043,1
94896,93351,91983,1
94897,93352,91983,1
94898,93353,91926,1
94899,93354,91983,1
94900,93355,91983,1
94901,93356,91983,1
94902,93357,93356,1
94903,93358,91983,1
94904,93359,91983,1
94905,93360,91983,1
94906,93361,91983,1
94907,93362,92807,1
94908,93363,102185,1
94909,93364,100438,1
94910,93365,101564,1
94911,93367,93366,1
94912,93368,100412,1
94913,93369,100432,1
94914,93370,93376,1
94915,93372,93371,1
94916,93373,92661,1
94917,93374,93373,1
94918,93376,93366,1
94919,93377,100438,1
94920,93378,100438,1
94921,93379,93378,1
94922,93380,92661,1
94923,93381,92678,1
94924,93382,91983,1
94925,93383,91983,1
94926,93384,93383,1
94927,93385,91983,1
94928,93386,93385,1
94929,93387,93385,1
94930,93388,93385,1
94931,93389,93390,1
94932,93390,91926,1
94933,93391,92474,1
94934,93392,92474,1
94935,93393,92426,1
94936,93394,91983,1
94937,93395,93394,1
94938,93396,93395,1
94939,93397,91926,1
94940,93398,91983,1
94941,93399,93398,1
94942,93400,93398,1
94943,93401,93397,1
94944,93402,91983,1
94945,93403,91983,1
94946,93404,93394,1
94947,93405,93404,1
94948,93406,92426,1
94949,93407,93434,1
94950,93408,93434,1
94951,93409,93434,1
94952,93411,93410,1
94953,93412,93410,1
94954,93413,93410,1
94955,93414,93410,1
94956,93415,93410,1
94957,93416,93424,1
94958,93417,93410,1
94959,93418,93410,1
94960,93419,93418,1
94961,93420,95984,1
94962,93421,93410,1
94963,93422,93410,1
94964,93423,93410,1
94965,93425,93424,1
94966,93426,93410,1
94967,93427,93431,1
94968,93428,93410,1
94969,93429,93031,1
94970,93430,93410,1
94971,93431,93410,1
94972,93432,93410,1
94973,93433,93410,1
94974,93435,104081,1
94975,93436,93434,1
94976,93437,93434,1
94977,93438,93505,1
94978,93439,93438,1
94980,93440,92058,1
94979,93440,92908,1
94981,93441,92058,1
94982,93441,92908,1
94983,93442,92066,1
94984,93443,96955,1
94985,93444,93505,1
94986,93445,93444,1
94987,93446,93505,1
94988,93447,93444,1
94989,93448,93444,1
94990,93449,93444,1
94991,93450,92061,1
94992,93451,93444,1
94993,93452,93451,1
94994,93453,92043,1
94995,93454,92043,1
94996,93455,91983,1
94997,93456,92013,1
94998,93457,92061,1
94999,93458,93457,1
95000,93459,93457,1
95001,93460,92066,1
95002,93461,92066,1
95003,93462,92082,1
95004,93463,93457,1
95005,93464,93463,1
95006,93465,93463,1
95007,93466,92082,1
95008,93467,92082,1
95009,93468,91983,1
95010,93469,92061,1
95011,93470,92061,1
95012,93471,92087,1
95013,93472,91926,1
95014,93473,93472,1
95015,93474,91926,1
95016,93475,93472,1
95017,93476,93092,1
95018,93477,93092,1
95019,93478,92015,1
95020,93479,93478,1
95021,93480,93478,1
95022,93481,93478,1
95023,93482,91970,1
95024,93483,91970,1
95025,93484,93485,1
95026,93485,91983,1
95027,93486,93484,1
95028,93487,91970,1
95029,93488,92147,1
95030,93489,93487,1
95031,93490,92439,1
95032,93491,92153,1
95033,93492,93491,1
95034,93493,93492,1
95035,93494,91983,1
95036,93495,93491,1
95037,93496,92153,1
95038,93497,92066,1
95039,93498,92066,1
95040,93499,92061,1
95041,93500,91983,1
95042,93501,92426,1
95043,93502,93499,1
95044,93503,93502,1
95045,93504,93505,1
95046,93505,91983,1
95047,93506,93505,1
95048,93507,93800,1
95049,93508,92013,1
95050,93509,93519,1
95051,93510,93582,1
95052,93511,92355,1
95053,93512,91926,1
95054,93513,91926,1
95055,93514,93519,1
95056,93515,92013,1
95057,93516,91983,1
95058,93517,93528,1
95059,93518,93517,1
95060,93519,92013,1
95061,93520,92013,1
95062,93521,93519,1
95063,93522,92013,1
95064,93523,93293,1
95065,93524,92043,1
95066,93525,91983,1
95067,93526,92043,1
95068,93527,92337,1
95069,93528,92013,1
95070,93529,93528,1
95071,93530,92043,1
95072,93531,91983,1
95073,93532,91983,1
95074,93533,91983,1
95075,93534,92043,1
95076,93535,93541,1
95077,93536,93534,1
95078,93537,93541,1
95079,93538,93541,1
95080,93539,92165,1
95081,93540,93541,1
95082,93541,91983,1
95083,93542,93541,1
95084,93543,93541,1
95085,93544,93541,1
95086,93545,103134,1
95087,93546,93541,1
95088,93547,93541,1
95089,93548,93541,1
95090,93549,93555,1
95091,93550,93541,1
95092,93551,92043,1
95093,93552,93551,1
95094,93553,93551,1
95095,93554,93551,1
95096,93555,91983,1
95097,93556,93555,1
95098,93557,93555,1
95099,93558,93555,1
95100,93559,93555,1
95101,93560,93555,1
95102,93561,93555,1
95103,93562,93555,1
95104,93563,93566,1
95105,93564,93566,1
95106,93565,91926,1
95107,93566,92448,1
95108,93567,93568,1
95109,93568,101508,1
95110,93569,92386,1
95111,93570,98907,1
95112,93571,93555,1
95113,93572,104378,1
95114,93573,93770,1
95115,93574,91983,1
95116,93575,92054,1
95117,93576,92791,1
95118,93577,92790,1
95119,93578,93383,1
95120,93579,92043,1
95121,93580,92043,1
95122,93581,92043,1
95123,93582,92043,1
95124,93583,91983,1
95125,93584,92043,1
95126,93585,91933,1
95127,93586,93585,1
95128,93587,95056,1
95129,93588,102971,1
95130,93589,93499,1
95131,93590,93589,1
95132,93591,93589,1
95133,93592,93589,1
95134,93593,93589,1
95135,93594,93500,1
95136,93595,92448,1
95137,93596,91553,1
95138,93597,91926,1
95139,93598,93600,1
95140,93599,91983,1
95141,93600,103628,1
95142,93601,92474,1
95143,93602,93600,1
95144,93603,93600,1
95145,93604,93600,1
95146,93605,92015,1
95147,93606,93605,1
95148,93607,92022,1
95149,93608,93607,1
95150,93609,93607,1
95151,93610,93631,1
95152,93611,93610,1
95153,93612,93610,1
95154,93613,97260,1
95155,93614,93610,1
95156,93615,93610,1
95157,93616,93610,1
95158,93617,92791,1
95159,93618,100412,1
95160,93619,92791,1
95161,93620,93619,1
95162,93621,93631,1
95163,93622,98528,1
95164,93623,93626,1
95165,93624,93622,1
95166,93625,93622,1
95167,93626,92043,1
95168,93627,103633,1
95169,93628,93627,1
95170,93629,91983,1
95171,93630,91926,1
95172,93631,91926,1
95173,93632,97948,1
95174,93633,91983,1
95175,93634,92347,1
95176,93635,92349,1
95177,93636,92426,1
95178,93637,91983,1
95179,93638,92432,1
95180,93639,91983,1
95181,93640,97811,1
95182,93641,97811,1
95183,93642,93645,1
95184,93643,93645,1
95185,93644,93645,1
95186,93645,99336,1
95187,93646,93645,1
95188,93647,93645,1
95189,93648,93645,1
95190,93649,93645,1
95191,93650,93649,1
95192,93651,104070,1
95193,93652,93645,1
95194,93653,92337,1
95195,93654,93653,1
95196,93655,92337,1
95197,93656,93655,1
95198,93657,93660,1
95199,93658,93864,1
95200,93659,92043,1
95201,93660,92337,1
95202,93661,93660,1
95203,93662,91983,1
95204,93663,91926,1
95205,93664,93662,1
95206,93665,93662,1
95207,93666,92022,1
95208,93667,92015,1
95209,93668,93666,1
95210,93669,92022,1
95211,93670,92022,1
95212,93671,92022,1
95213,93672,92015,1
95214,93673,92022,1
95215,93674,92595,1
95216,93675,93645,1
95217,93676,93675,1
95218,93677,93076,1
95219,93678,92191,1
95220,93679,97811,1
95221,93680,97811,1
95222,93681,97811,1
95223,93682,91983,1
95224,93683,93682,1
95225,93684,91983,1
95226,93685,91983,1
95227,93686,93684,1
95228,93687,91983,1
95229,93688,102832,1
95230,93689,92688,1
95231,93690,93689,1
95232,93691,91926,1
95233,93692,93689,1
95234,93693,93076,1
95235,93694,91983,1
95236,93695,92791,1
95237,93696,93695,1
95238,93697,93698,1
95239,93698,103372,1
95240,93699,93698,1
95241,93700,93694,1
95242,93701,99007,1
95243,93702,93076,1
95244,93703,93702,1
95245,93704,93702,1
95246,93705,93702,1
95247,93706,93702,1
95248,93707,93704,1
95249,93708,104081,1
95250,93709,93708,1
95251,93710,93702,1
95252,93711,93710,1
95253,93712,92882,1
95254,93713,100346,1
95255,93714,97915,1
95256,93715,97666,1
95257,93716,99011,1
95258,93717,99007,1
95259,93718,91983,1
95260,93719,92325,1
95261,93720,93719,1
95262,93721,92437,1
95263,93722,93719,1
95264,93723,92165,1
95265,93724,92120,1
95266,93725,92398,1
95267,93726,92791,1
95268,93727,91983,1
95269,93728,95905,1
95270,93729,92791,1
95271,93730,96409,1
95272,93731,93730,1
95273,93732,93730,1
95274,93733,93730,1
95275,93734,93730,1
95276,93735,93730,1
95277,93736,93735,1
95278,93737,91926,1
95279,93738,99776,1
95280,93739,93730,1
95281,93740,93730,1
95282,93741,95864,1
95283,93742,91926,1
95284,93743,98898,1
95285,93744,103796,1
95286,93745,98898,1
95287,93746,91551,1
95288,93747,91983,1
95289,93748,93749,1
95290,93749,91983,1
95291,93750,92343,1
95292,93751,93750,1
95293,93752,103636,1
95294,93753,93752,1
95295,93754,93752,1
95296,93755,91983,1
95297,93756,93755,1
95298,93757,93755,1
95299,93758,93752,1
95300,93759,99007,1
95301,93760,93752,1
95302,93761,93752,1
95303,93762,93752,1
95304,93763,92000,1
95305,93764,102209,1
95306,93765,93764,1
95307,93766,92066,1
95308,93767,93770,1
95309,93768,93770,1
95310,93769,93770,1
95311,93770,93555,1
95312,93771,93770,1
95313,93772,93770,1
95314,93773,93555,1
95315,93774,91983,1
95316,93775,92043,1
95317,93776,92043,1
95318,93777,93512,1
95319,93778,92165,1
95320,93779,91926,1
95321,93780,92043,1
95322,93781,92043,1
95323,93782,92791,1
95324,93783,91983,1
95325,93784,91983,1
95326,93785,91926,1
95327,93786,92043,1
95328,93787,91983,1
95329,93788,92013,1
95330,93789,91983,1
95331,93790,93793,1
95332,93791,91983,1
95333,93792,91926,1
95334,93793,102885,1
95335,93794,91983,1
95336,93795,92043,1
95337,93796,93798,1
95338,93797,93798,1
95339,93798,92156,1
95340,93799,93798,1
95341,93800,92001,1
95342,93801,93800,1
95343,93802,93800,1
95344,93803,93802,1
95345,93804,91983,1
95346,93805,93328,1
95347,93806,93864,1
95348,93807,93212,1
95349,93808,91983,1
95350,93809,92165,1
95351,93810,92043,1
95352,93811,93514,1
95353,93812,92807,1
95354,93813,93555,1
95355,93814,92043,1
95356,93815,92043,1
95357,93816,92337,1
95358,93817,92334,1
95359,93818,97734,1
95360,93819,98539,1
95361,93820,92013,1
95362,93821,92013,1
95363,93822,93823,1
95364,93823,93212,1
95365,93824,93825,1
95366,93825,91983,1
95367,93826,93825,1
95368,93827,93825,1
95369,93828,93825,1
95370,93829,93825,1
95371,93830,97556,1
95372,93831,93825,1
95373,93832,93825,1
95374,93833,93832,1
95375,93834,91926,1
95376,93835,93834,1
95377,93836,93834,1
95378,93837,93832,1
95379,93838,93837,1
95380,93839,93825,1
95381,93840,93825,1
95382,93841,93825,1
95383,93842,91983,1
95384,93843,93825,1
95385,93844,91983,1
95386,93845,93212,1
95387,93846,93212,1
95388,93847,93845,1
95389,93848,99327,1
95390,93849,93884,1
95391,93850,91983,1
95392,93851,93850,1
95393,93852,93850,1
95394,93853,93850,1
95395,93854,91983,1
95396,93855,93854,1
95397,93856,92147,1
95398,93857,96172,1
95399,93858,93861,1
95400,93859,93857,1
95401,93860,93861,1
95402,93861,96172,1
95403,93862,91983,1
95404,93863,91983,1
95405,93864,92001,1
95406,93865,93864,1
95407,93866,93864,1
95408,93867,93864,1
95409,93868,93864,1
95410,93869,93864,1
95411,93870,93864,1
95412,93871,93864,1
95413,93872,93864,1
95414,93873,93864,1
95415,93874,93864,1
95416,93875,93864,1
95417,93876,93875,1
95418,93877,102767,1
95419,93878,91983,1
95420,93879,93877,1
95421,93880,103797,1
95422,93881,92879,1
95423,93882,95835,1
95424,93883,91902,1
95425,93884,93883,1
95426,93885,93884,1
95427,93886,91983,1
95428,93887,102971,1
95429,93888,93889,1
95430,93889,95121,1
95431,93890,93889,1
95432,93891,92165,1
95433,93892,91983,1
95434,93893,92165,1
95435,93894,91983,1
95436,93895,97174,1
95437,93896,92706,1
95438,93897,92706,1
95439,93898,92043,1
95440,93899,93225,1
95441,93900,91983,1
95442,93901,92052,1
95443,93902,100412,1
95444,93903,91983,1
95445,93904,91926,1
95446,93905,93904,1
95447,93906,91983,1
95448,93907,93092,1
95449,93908,91983,1
95450,93909,91983,1
95451,93910,91983,1
95452,93911,91926,1
95453,93912,91983,1
95454,93913,91926,1
95455,93914,93913,1
95456,93915,91926,1
95457,93916,91983,1
95458,93917,103476,1
95459,93918,93526,1
95460,93919,91983,1
95461,93920,91926,1
95462,93921,93864,1
95463,93922,91926,1
95464,93923,91926,1
95465,93924,99940,1
95466,93925,91983,1
95467,93926,91926,1
95468,93927,93535,1
95469,93928,93076,1
95470,93929,93212,1
95471,93930,91983,1
95472,93931,92366,1
95473,93932,91926,1
95474,93933,93512,1
95475,93934,93931,1
95476,93935,92366,1
95477,93936,93242,1
95478,93937,93936,1
95479,93938,91926,1
95480,93940,93939,1
95481,93941,93939,1
95482,93942,93939,1
95483,93943,93939,1
95484,93944,93939,1
95485,93945,92165,1
95486,93946,93212,1
95487,93947,91983,1
95488,93948,92408,1
95489,93949,92165,1
95490,93950,92507,1
95491,93951,93749,1
95492,93952,93951,1
95493,93953,91926,1
95494,93954,91926,1
95495,93955,93444,1
95496,93956,91983,1
95497,93957,91983,1
95498,93958,91983,1
95499,93959,91983,1
95500,93960,95360,1
95501,93961,92602,1
95502,93962,92602,1
95503,93963,92602,1
95504,93964,91970,1
95505,93965,91983,1
95506,93966,91983,1
95507,93967,91983,1
95508,93968,91983,1
95509,93969,91983,1
95510,93970,92721,1
95511,93971,93970,1
95512,93972,93970,1
95513,93973,93970,1
95514,93974,93970,1
95515,93975,93974,1
95516,93976,93970,1
95517,93977,91983,1
95518,93978,91983,1
95519,93979,91926,1
95520,93980,91983,1
95521,93981,91983,1
95522,93982,93394,1
95523,93983,91926,1
95524,93984,91983,1
95525,93985,91926,1
95526,93986,103022,1
95527,93987,91926,1
95528,93988,91926,1
95529,93989,91983,1
95530,93990,91983,1
95531,93991,91983,1
95532,93992,91926,1
95533,93993,91983,1
95534,93994,91926,1
95535,93995,91926,1
95536,93996,91926,1
95537,93997,91983,1
95538,93998,91983,1
95539,93999,91926,1
95540,94000,91926,1
95541,94001,92157,1
95542,94002,99374,1
95543,94003,101424,1
95544,94004,102831,1
95545,94005,93010,1
95546,94006,92066,1
95547,94007,94006,1
95548,94008,94006,1
95549,94009,91983,1
95550,94010,92070,1
95551,94011,92070,1
95552,94012,92165,1
95553,94013,94006,1
95554,94014,92432,1
95555,94015,91926,1
95556,94016,92432,1
95557,94017,91983,1
95558,94018,99528,1
95559,94019,91926,1
95560,94020,101910,1
95561,94021,91926,1
95562,94022,91926,1
95563,94023,94022,1
95564,94024,91983,1
95565,94025,91983,1
95566,94026,93165,1
95567,94027,93165,1
95568,94028,92925,1
95569,94029,91983,1
95570,94030,94029,1
95571,94031,94029,1
95572,94032,94031,1
95573,94033,91926,1
95574,94034,91983,1
95575,94035,91926,1
95576,94036,94022,1
95577,94037,94038,1
95578,94038,100408,1
95579,94039,102570,1
95580,94040,91983,1
95581,94041,92015,1
95582,94042,92082,1
95583,94043,92061,1
95584,94044,91926,1
95585,94045,91926,1
95586,94046,91983,1
95587,94047,91983,1
95588,94048,91983,1
95589,94049,91983,1
95590,94050,91983,1
95591,94051,93431,1
95592,94052,93410,1
95593,94053,91926,1
95594,94054,91926,1
95595,94055,95358,1
95596,94056,102427,1
95597,94057,92052,1
95598,94058,91983,1
95599,94059,91926,1
95600,94060,103351,1
95601,94062,92337,1
95602,94064,94063,1
95603,94065,91926,1
95604,94066,94063,1
95605,94067,94063,1
95606,94068,91983,1
95607,94069,91983,1
95608,94070,91926,1
95609,94071,91983,1
95610,94072,91983,1
95611,94073,91983,1
95612,94074,91983,1
95613,94075,91926,1
95614,94076,94075,1
95615,94077,91983,1
95616,94078,91926,1
95617,94079,93280,1
95618,94080,91983,1
95619,94081,91983,1
95620,94082,91983,1
95621,94084,91983,1
95622,94085,91983,1
95623,94086,91926,1
95624,94087,92082,1
95625,94088,94089,1
95626,94089,91983,1
95627,94090,91926,1
95628,94091,92165,1
95629,94092,91983,1
95630,94093,92272,1
95631,94094,91933,1
95632,94095,91983,1
95633,94096,91983,1
95634,94097,91983,1
95635,94098,91926,1
95636,94099,92052,1
95637,94100,93861,1
95638,94101,92165,1
95639,94102,93598,1
95640,94103,91983,1
95641,94104,92337,1
95642,94105,92052,1
95643,94106,92052,1
95644,94107,91983,1
95645,94108,91983,1
95646,94109,92983,1
95647,94110,91983,1
95648,94111,91983,1
95649,94112,91983,1
95650,94113,94112,1
95651,94115,94063,1
95652,94116,93208,1
95653,94117,93208,1
95654,94118,91983,1
95655,94119,94118,1
95656,94120,91926,1
95657,94121,91926,1
95658,94122,104081,1
95659,94123,96927,1
95660,94124,91983,1
95661,94125,99372,1
95662,94126,91983,1
95663,94127,93444,1
95664,94128,93444,1
95665,94129,91983,1
95666,94130,91983,1
95668,94131,91983,1
95667,94131,94130,1
95669,94132,91926,1
95670,94133,103420,1
95671,94134,91983,1
95672,94135,91926,1
95673,94136,92001,1
95674,94137,94136,1
95675,94138,91926,1
95676,94139,94138,1
95677,94140,91983,1
95678,94141,91926,1
95679,94142,97482,1
95680,94143,91926,1
95681,94144,91983,1
95682,94145,91926,1
95683,94146,93212,1
95684,94147,91983,1
95685,94148,91983,1
95686,94149,91983,1
95687,94150,91926,1
95688,94151,97981,1
95689,94152,94151,1
95690,94153,91983,1
95691,94154,91926,1
95692,94155,91983,1
95693,94156,91983,1
95694,94157,91983,1
95695,94158,91983,1
95696,94159,91983,1
95697,94160,93221,1
95698,94161,93221,1
95699,94162,91983,1
95700,94163,91926,1
95701,94164,91933,1
95702,94165,92165,1
95703,94166,93434,1
95704,94167,91983,1
95705,94168,92070,1
95706,94169,91926,1
95707,94170,94169,1
95708,94172,94171,1
95709,94173,92094,1
95710,94174,92165,1
95711,94175,91983,1
95712,94176,91926,1
95713,94177,91926,1
95714,94178,91983,1
95715,94179,91926,1
95716,94180,91926,1
95717,94181,104412,1
95718,94182,91926,1
95719,94183,92328,1
95720,94184,103628,1
95721,94185,91983,1
95722,94186,91983,1
95723,94187,91983,1
95724,94188,91983,1
95725,94189,91983,1
95726,94190,91926,1
95727,94191,91983,1
95728,94192,92165,1
95729,94193,91983,1
95730,94194,91926,1
95731,94195,91983,1
95732,94196,91983,1
95733,94197,92165,1
95734,94198,91926,1
95735,94199,91983,1
95736,94200,92165,1
95737,94201,91926,1
95738,94202,91926,1
95739,94203,91926,1
95740,94204,91933,1
95741,94205,91983,1
95742,94206,93864,1
95743,94207,92113,1
95744,94208,91926,1
95745,94209,91983,1
95746,94210,91983,1
95747,94211,91926,1
95748,94212,91983,1
95749,94213,91983,1
95750,94214,92800,1
95751,94215,91983,1
95752,94216,91926,1
95753,94217,92349,1
95754,94218,91983,1
95755,94219,91926,1
95756,94220,91983,1
95757,94221,93951,1
95758,94222,91983,1
95759,94223,91926,1
95760,94224,91983,1
95761,94225,91983,1
95762,94226,91983,1
95763,94227,91983,1
95764,94228,91926,1
95765,94229,91983,1
95766,94230,91926,1
95767,94231,91983,1
95768,94232,91926,1
95769,94233,91983,1
95770,94234,91983,1
95771,94235,91983,1
95772,94236,93201,1
95773,94237,93193,1
95774,94238,91983,1
95775,94239,91926,1
95776,94240,91983,1
95777,94241,91926,1
95778,94242,91983,1
95779,94243,91983,1
95780,94244,92337,1
95781,94245,92334,1
95782,94246,91926,1
95783,94247,93410,1
95784,94248,91926,1
95785,94249,91983,1
95786,94250,93193,1
95787,94251,94253,1
95788,94252,101894,1
95789,94254,94253,1
95790,94255,94264,1
95791,94256,94253,1
95792,94257,94253,1
95793,94258,94251,1
95794,94259,94251,1
95795,94260,94253,1
95796,94261,94251,1
95797,94262,94251,1
95798,94264,94263,1
95799,94267,94266,1
95800,94268,94263,1
95801,94269,102420,1
95802,94270,94701,1
95803,94271,94683,1
95804,94272,95279,1
95805,94273,95279,1
95806,94274,94668,1
95807,94275,94463,1
95808,94276,94253,1
95809,94284,94282,1
95810,94285,101728,1
95811,94286,94285,1
95812,94287,94285,1
95813,94288,94282,1
95814,94289,94282,1
95815,94291,94290,1
95816,94292,102263,1
95817,94293,94349,1
95818,94294,94290,1
95819,94296,94295,1
95820,94297,94295,1
95821,94298,95341,1
95822,94299,94295,1
95823,94301,94300,1
95824,94302,100287,1
95825,94303,94302,1
95826,94304,94302,1
95827,94305,94848,1
95828,94308,94668,1
95829,94309,94683,1
95830,94310,94309,1
95831,94311,94290,1
95832,94312,94311,1
95833,94313,94314,1
95834,94314,94300,1
95835,94315,94314,1
95836,94316,95330,1
95837,94317,94316,1
95838,94318,94316,1
95839,94319,94314,1
95840,94320,94316,1
95841,94321,94316,1
95842,94322,94335,1
95843,94323,94322,1
95844,94324,95330,1
95845,94325,94324,1
95846,94326,100035,1
95847,94327,94324,1
95848,94328,94335,1
95849,94329,94300,1
95850,94330,95330,1
95851,94331,94330,1
95852,94332,94330,1
95853,94333,94332,1
95854,94334,94697,1
95855,94335,94290,1
95856,94337,94336,1
95857,94339,94338,1
95858,94340,94523,1
95859,94341,94878,1
95860,94343,94344,1
95861,94345,93410,1
95862,94346,94347,1
95863,94348,94347,1
95864,94350,94338,1
95865,94352,94351,1
95866,94353,94351,1
95867,94354,94355,1
95868,94357,94808,1
95869,94358,94351,1
95870,94359,94358,1
95871,94360,103939,1
95872,94361,94349,1
95873,94362,102569,1
95874,94363,94365,1
95875,94366,94365,1
95876,94367,94366,1
95877,94368,94366,1
95878,94369,94370,1
95879,94371,94372,1
95880,94372,93645,1
95881,94374,94373,1
95882,94375,94370,1
95883,94376,94346,1
95884,94378,94701,1
95885,94379,94377,1
95886,94380,95212,1
95887,94381,94382,1
95888,94383,94382,1
95889,94384,94385,1
95890,94385,94350,1
95891,94386,94385,1
95892,94387,94742,1
95893,94388,94742,1
95894,94389,94388,1
95895,94390,94384,1
95896,94391,94405,1
95897,94392,94253,1
95898,94393,94403,1
95899,94394,99493,1
95900,94395,91983,1
95901,94396,91983,1
95902,94397,94395,1
95903,94398,95835,1
95904,94399,94405,1
95905,94400,94434,1
95906,94401,104070,1
95907,94402,94401,1
95908,94403,94401,1
95909,94404,94403,1
95910,94405,94253,1
95911,94406,94405,1
95912,94407,94405,1
95913,94408,94405,1
95914,94409,94405,1
95915,94410,94405,1
95916,94411,94405,1
95917,94412,94411,1
95918,94413,99393,1
95919,94414,94405,1
95920,94415,94414,1
95921,94416,94414,1
95922,94417,94414,1
95923,94418,94629,1
95924,94419,94414,1
95925,94420,94414,1
95926,94421,94253,1
95927,94422,95845,1
95928,94423,94422,1
95929,94424,94422,1
95930,94425,95732,1
95931,94426,94425,1
95932,94427,94405,1
95933,94428,94427,1
95934,94429,99776,1
95935,94430,94414,1
95936,94431,94414,1
95937,94432,92312,1
95938,94433,94576,1
95939,94435,94434,1
95940,94436,94447,1
95941,94437,94434,1
95942,94438,94768,1
95943,94439,94434,1
95944,94440,94434,1
95945,94441,94434,1
95946,94442,94441,1
95947,94443,94441,1
95948,94444,94441,1
95949,94445,94836,1
95950,94446,94836,1
95951,94447,94434,1
95952,94448,94447,1
95953,94449,94447,1
95954,94450,94447,1
95955,94451,94836,1
95956,94452,94451,1
95957,94453,94452,1
95958,94454,94434,1
95959,94455,94253,1
95960,94456,94455,1
95961,94457,94455,1
95962,94458,94288,1
95963,94459,94455,1
95964,94460,94455,1
95965,94461,94455,1
95966,94462,94454,1
95967,94463,94454,1
95968,94465,94464,1
95969,94466,94447,1
95970,94467,94466,1
95971,94468,104250,1
95972,94469,94466,1
95973,94470,94466,1
95974,94471,94466,1
95975,94472,102409,1
95976,94473,94466,1
95977,94474,94466,1
95978,94476,94466,1
95979,94477,94484,1
95980,94478,94484,1
95981,94479,94466,1
95982,94480,94466,1
95983,94481,94480,1
95984,94482,94466,1
95985,94483,94463,1
95986,94484,94466,1
95987,94485,94484,1
95988,94486,94466,1
95989,94487,94486,1
95990,94488,94486,1
95991,94489,94466,1
95992,94490,94466,1
95993,94491,94466,1
95994,94492,91769,1
95995,94494,94493,1
95996,94495,92272,1
95997,94496,91926,1
95998,94498,94497,1
95999,94499,94493,1
96000,94500,94497,1
96001,94501,94497,1
96002,94502,94501,1
96003,94503,94502,1
96004,94504,94500,1
96005,94505,94504,1
96006,94506,94497,1
96007,94507,94466,1
96008,94508,94507,1
96009,94509,94732,1
96010,94510,94509,1
96011,94511,94509,1
96012,94512,94509,1
96013,94513,94497,1
96014,94514,94515,1
96015,94515,95159,1
96016,94516,94515,1
96017,94517,94515,1
96018,94518,95159,1
96019,94519,94518,1
96020,94520,94518,1
96021,94521,94523,1
96022,94522,94521,1
96023,94523,94387,1
96024,94524,94523,1
96025,94525,94826,1
96026,94526,94523,1
96027,94527,94523,1
96028,94528,94523,1
96029,94529,95906,1
96030,94531,94539,1
96031,94532,94497,1
96032,94533,94532,1
96033,94534,94454,1
96034,94535,101998,1
96035,94536,94701,1
96036,94537,94701,1
96037,94538,91926,1
96038,94539,94550,1
96039,94540,94539,1
96040,94541,94539,1
96041,94542,94539,1
96042,94543,94539,1
96043,94544,94539,1
96044,94545,94539,1
96045,94546,94539,1
96046,94547,94546,1
96047,94548,94546,1
96048,94549,94546,1
96049,94550,94447,1
96050,94551,94539,1
96051,94552,94661,1
96052,94553,94611,1
96053,94554,94553,1
96054,94555,94553,1
96055,94556,94553,1
96056,94557,94553,1
96057,94558,94557,1
96058,94559,94560,1
96059,94560,94553,1
96060,94561,94563,1
96061,94562,94563,1
96062,94563,104070,1
96063,94564,94553,1
96064,94565,94553,1
96065,94566,94553,1
96066,94567,94553,1
96067,94568,94661,1
96068,94569,94523,1
96069,94570,94523,1
96070,94571,94523,1
96071,94572,94532,1
96072,94573,94497,1
96073,94574,94585,1
96074,94575,94574,1
96075,94576,94585,1
96076,94577,94576,1
96077,94578,94585,1
96078,94579,94576,1
96079,94580,94576,1
96080,94581,94576,1
96081,94582,94576,1
96082,94583,94576,1
96083,94584,95295,1
96084,94585,94592,1
96085,94586,94592,1
96086,94587,94586,1
96087,94588,94598,1
96088,94589,99327,1
96089,94590,94586,1
96090,94591,94584,1
96091,94593,94592,1
96092,94594,94593,1
96093,94595,94586,1
96094,94596,94595,1
96095,94597,94592,1
96096,94598,94595,1
96097,94599,94598,1
96098,94600,94598,1
96099,94601,95219,1
96100,94602,94601,1
96101,94603,94601,1
96102,94604,94601,1
96103,94605,94601,1
96104,94606,103708,1
96105,94607,94601,1
96106,94608,94601,1
96107,94609,94608,1
96108,94610,94601,1
96109,94611,94434,1
96110,94612,94611,1
